"SITE","SURVEYID","OBS","DATE","TEMP","WINDS_0","WINDD","TRSCT","SECTION","WINDS","COMMENTS","s_dtime","e_dtime","FLAG","UNK","SOPPIP","COMPIP","MYOTI","PIP","DUNNO","PAUR","NOCTU","NOISE","test"
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,2,200,2.8,"Turbine(s) spinning",2014-08-05 22:14:43,2014-08-05 22:17:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,2,300,2.3,"Turbine(s) spinning",2014-08-05 22:17:30,2014-08-05 22:20:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71666666666667
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,2,400,2.8,"Turbine(s) spinning",2014-08-05 22:20:13,2014-08-05 22:22:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68333333333333
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,2,500,3.3,"Turbine(s) spinning",2014-08-05 22:22:54,2014-08-05 22:25:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,2,600,1.2,"Turbine(s) spinning",2014-08-05 22:25:36,2014-08-05 22:28:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03333333333333
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,2,700,2.3,"Turbine(s) spinning",2014-08-05 22:28:38,2014-08-05 22:31:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03333333333333
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,0,0.5,"Turbine(s) spinning",2014-08-05 23:09:17,2014-08-05 23:11:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36666666666667
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,100,1.7,"Turbine(s) spinning",2014-08-05 23:11:39,2014-08-05 23:14:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26666666666667
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,200,1.5,"Turbine(s) spinning",2014-08-05 23:14:55,2014-08-05 23:17:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61666666666667
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,300,0.8,"Turbine(s) spinning",2014-08-05 23:17:32,2014-08-05 23:20:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,400,0.4,"Turbine(s) spinning",2014-08-05 23:20:23,2014-08-05 23:23:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,500,0.9,"Turbine(s) spinning",2014-08-05 23:23:03,2014-08-05 23:26:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83333333333333
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,600,0.5,"Turbine(s) spinning",2014-08-05 23:26:53,2014-08-05 23:29:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,700,0,"Turbine(s) spinning",2014-08-05 23:29:32,2014-08-05 23:33:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83333333333333
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,4,0,2.6,"Turbine(s) spinning",2014-08-05 22:46:33,2014-08-05 22:48:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38333333333333
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,4,100,2.1,"Turbine(s) spinning",2014-08-05 22:48:56,2014-08-05 22:51:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68333333333333
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,4,200,1,"Turbine(s) spinning",2014-08-05 22:51:37,2014-08-05 22:54:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,4,300,1.2,"Turbine(s) spinning",2014-08-05 22:54:16,2014-08-05 22:56:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68333333333333
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,4,400,1,"Turbine(s) spinning",2014-08-05 22:56:57,2014-08-05 22:59:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88333333333333
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,4,500,0,"Turbine(s) spinning",2014-08-05 22:59:50,2014-08-05 23:02:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88333333333333
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,1,0,2.4,"Turbine(s) spinning",2014-08-31 20:54:18,2014-08-31 20:56:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68333333333333
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,1,100,0.4,"Turbine(s) spinning",2014-08-31 20:56:59,2014-08-31 20:59:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76666666666667
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,1,200,1.6,"Turbine(s) spinning",2014-08-31 20:59:45,2014-08-31 21:02:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,1,300,3.7,"Turbine(s) spinning",2014-08-31 21:02:09,2014-08-31 21:04:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,1,400,3,"Turbine(s) spinning",2014-08-31 21:04:39,2014-08-31 21:07:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51666666666667
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,1,500,2.5,"Turbine(s) spinning",2014-08-31 21:07:10,2014-08-31 21:10:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,1,600,2.3,"Turbine(s) spinning",2014-08-31 21:10:25,2014-08-31 21:13:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,0,1.3,"Turbine(s) spinning",2014-08-31 21:18:27,2014-08-31 21:21:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08333333333333
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,100,1.9,"Turbine(s) spinning",2014-08-31 21:21:32,2014-08-31 21:23:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36666666666667
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,200,4.3,"Turbine(s) spinning",2014-08-31 21:23:54,2014-08-31 21:26:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73333333333333
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,300,5,"Turbine(s) spinning",2014-08-31 21:26:38,2014-08-31 21:29:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,400,4.3,"Turbine(s) spinning",2014-08-31 21:29:14,2014-08-31 21:31:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43333333333333
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,500,3,"Turbine(s) spinning",2014-08-31 21:31:40,2014-08-31 21:33:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21666666666667
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,600,2.4,"Turbine(s) spinning",2014-08-31 21:33:53,2014-08-31 21:36:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,700,0.8,"Turbine(s) spinning",2014-08-31 21:36:33,2014-08-31 21:39:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08333333333333
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,4,0,3.7,"Turbine(s) spinning",2014-08-31 21:45:38,2014-08-31 21:48:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,4,100,3.7,"Turbine(s) spinning",2014-08-31 21:48:16,2014-08-31 21:51:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01666666666667
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,4,200,0.6,"Turbine(s) spinning",2014-08-31 21:51:17,2014-08-31 21:53:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23333333333333
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,4,300,1.9,"Turbine(s) spinning",2014-08-31 21:53:31,2014-08-31 21:56:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,4,400,0.1,"Turbine(s) spinning",2014-08-31 21:56:25,2014-08-31 21:59:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,4,500,0,"Turbine(s) spinning",2014-08-31 21:59:43,2014-08-31 22:03:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,1,0,2.2,"Turbine(s) spinning",2014-08-06 23:18:03,2014-08-06 23:20:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,1,100,0.1,"Turbine(s) spinning",2014-08-06 23:20:48,2014-08-06 23:24:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,1,200,0.7,"Turbine(s) spinning",2014-08-06 23:24:09,2014-08-06 23:27:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86666666666667
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,1,300,0,"Turbine(s) spinning",2014-08-06 23:27:01,2014-08-06 23:29:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86666666666667
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,1,400,1.4,"Turbine(s) spinning",2014-08-06 23:29:53,2014-08-06 23:32:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,1,500,0.3,"Turbine(s) spinning",2014-08-06 23:32:50,2014-08-06 23:36:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,2,0,3.3,"Turbine(s) spinning",2014-08-06 22:50:31,2014-08-06 22:52:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46666666666667
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,2,100,3.5,"Turbine(s) spinning",2014-08-06 22:52:59,2014-08-06 22:56:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,2,200,2.2,"Turbine(s) spinning",2014-08-06 22:56:20,2014-08-06 22:59:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,2,300,3.5,"Turbine(s) spinning",2014-08-06 22:59:32,2014-08-06 23:02:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06666666666667
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,2,400,3.4,"Turbine(s) spinning",2014-08-06 23:02:36,2014-08-06 23:05:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81666666666667
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,2,500,5,"Turbine(s) spinning",2014-08-06 23:05:25,2014-08-06 23:08:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91666666666667
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,2,600,4.8,"Turbine(s) spinning",2014-08-06 23:08:20,2014-08-06 23:11:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,3,0,3.6,"Turbine(s) spinning",2014-08-06 22:16:42,2014-08-06 22:19:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46666666666667
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,3,100,2.5,"Turbine(s) spinning",2014-08-06 22:19:10,2014-08-06 22:22:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18333333333333
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,3,200,0,"Turbine(s) spinning",2014-08-06 22:22:21,2014-08-06 22:25:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46666666666667
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,3,300,2.4,"Turbine(s) spinning",2014-08-06 22:25:49,2014-08-06 22:28:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01666666666667
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,3,400,2.7,"Turbine(s) spinning",2014-08-06 22:28:50,2014-08-06 22:31:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,3,500,3.3,"Turbine(s) spinning",2014-08-06 22:31:53,2014-08-06 22:36:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43333333333333
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,3,600,0,"Turbine(s) spinning",2014-08-06 22:36:19,2014-08-06 22:40:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43333333333333
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,4,0,2.7,"Turbine(s) spinning",2014-08-06 21:46:29,2014-08-06 21:49:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,4,100,1.8,"Turbine(s) spinning",2014-08-06 21:49:16,2014-08-06 21:53:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,4,200,0.9,"Turbine(s) spinning",2014-08-06 21:53:28,2014-08-06 21:56:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,4,300,0.6,"Turbine(s) spinning",2014-08-06 21:56:40,2014-08-06 22:00:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16666666666667
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,4,400,0,"Turbine(s) spinning",2014-08-06 22:00:50,2014-08-06 22:04:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,4,500,0,"Turbine(s) spinning",2014-08-06 22:04:50,2014-08-06 22:09:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,1,0,0.8,"Turbine(s) not spinning",2014-07-23 01:41:26,2014-07-23 01:44:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21666666666667
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,1,100,0,"Turbine(s) not spinning",2014-07-23 01:44:39,2014-07-23 01:48:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81666666666667
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,1,200,0,"Turbine(s) not spinning",2014-07-23 01:48:28,2014-07-23 01:52:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86666666666667
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,1,300,0,"Turbine(s) not spinning",2014-07-23 01:52:20,2014-07-23 01:57:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666666666667
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,1,400,1.2,"Turbine(s) not spinning",2014-07-23 01:57:00,2014-07-23 02:01:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,1,500,0.6,"Turbine(s) not spinning",2014-07-23 02:01:00,2014-07-23 02:05:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666666666667
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,2,0,2.9,"Turbine(s) not spinning",2014-07-23 02:18:54,2014-07-23 02:21:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,2,100,3.4,"Turbine(s) not spinning",2014-07-23 02:21:42,2014-07-23 02:24:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86666666666667
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,2,200,2.6,"Turbine(s) not spinning",2014-07-23 02:24:34,2014-07-23 02:27:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,2,300,0,"Turbine(s) not spinning",2014-07-23 02:27:49,2014-07-23 02:31:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,2,400,0.9,"Turbine(s) not spinning",2014-07-23 02:31:34,2014-07-23 02:35:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,3,0,3.8,"Turbine(s) not spinning",2014-07-23 02:41:53,2014-07-23 02:44:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86666666666667
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,3,100,1.7,"Turbine(s) not spinning",2014-07-23 02:44:45,2014-07-23 02:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,3,200,0.1,"Turbine(s) not spinning",2014-07-23 02:48:00,2014-07-23 02:50:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76666666666667
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,3,300,0.9,"Turbine(s) not spinning",2014-07-23 02:50:46,2014-07-23 02:53:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08333333333333
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,3,400,1.4,"Turbine(s) not spinning",2014-07-23 02:53:51,2014-07-23 02:57:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,3,500,0.1,"Turbine(s) not spinning",2014-07-23 02:57:00,2014-07-23 03:00:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48333333333333
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,3,600,0.1,"Turbine(s) not spinning",2014-07-23 03:00:29,2014-07-23 03:03:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48333333333333
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,1,0,0,"Turbine(s) not spinning",2014-09-02 20:47:56,2014-09-02 20:50:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28333333333333
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,1,100,0.2,"Turbine(s) not spinning",2014-09-02 20:50:13,2014-09-02 20:52:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71666666666667
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,1,200,0,"Turbine(s) not spinning",2014-09-02 20:52:56,2014-09-02 20:55:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93333333333333
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,1,300,0,"Turbine(s) not spinning",2014-09-02 20:55:52,2014-09-02 20:58:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,1,400,0.1,"Turbine(s) not spinning",2014-09-02 20:58:10,2014-09-02 21:00:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43333333333333
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,1,500,0.7,"Turbine(s) not spinning",2014-09-02 21:00:36,2014-09-02 21:03:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93333333333333
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,2,0,0,"Turbine(s) not spinning",2014-09-02 21:07:23,2014-09-02 21:10:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,2,100,1.2,"Turbine(s) not spinning",2014-09-02 21:10:10,2014-09-02 21:12:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,2,200,0.1,"Turbine(s) not spinning",2014-09-02 21:12:37,2014-09-02 21:15:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76666666666667
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,2,300,0,"Turbine(s) not spinning",2014-09-02 21:15:23,2014-09-02 21:18:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83333333333333
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,2,400,0,"Turbine(s) not spinning",2014-09-02 21:18:13,2014-09-02 21:21:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83333333333333
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,3,0,0.2,"Turbine(s) not spinning",2014-09-02 21:24:19,2014-09-02 21:27:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,3,100,0,"Turbine(s) not spinning",2014-09-02 21:27:04,2014-09-02 21:29:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53333333333333
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,3,200,0.3,"Turbine(s) not spinning",2014-09-02 21:29:36,2014-09-02 21:32:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,3,300,0,"Turbine(s) not spinning",2014-09-02 21:32:21,2014-09-02 21:34:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,3,400,0.3,"Turbine(s) not spinning",2014-09-02 21:34:59,2014-09-02 21:37:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,3,500,0,"Turbine(s) not spinning",2014-09-02 21:37:41,2014-09-02 21:40:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88333333333333
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,3,600,0,"Turbine(s) not spinning",2014-09-02 21:40:34,2014-09-02 21:43:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88333333333333
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,1,0,0,"Turbine(s) not spinning",2014-08-06 01:52:01,2014-08-06 01:55:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61666666666667
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,1,100,0,"Turbine(s) not spinning",2014-08-06 01:55:38,2014-08-06 01:58:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88333333333333
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,1,200,0,"Turbine(s) not spinning",2014-08-06 01:58:31,2014-08-06 02:01:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76666666666667
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,1,300,0,"Turbine(s) not spinning",2014-08-06 02:01:17,2014-08-06 02:04:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,1,400,0,"Turbine(s) not spinning",2014-08-06 02:04:14,2014-08-06 02:06:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,1,500,0,"Turbine(s) not spinning",2014-08-06 02:06:52,2014-08-06 02:09:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83333333333333
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,1,600,0.3,"Turbine(s) not spinning",2014-08-06 02:09:42,2014-08-06 02:13:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61666666666667
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,2,0,0,"Turbine(s) not spinning",2014-08-06 01:24:05,2014-08-06 01:27:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18333333333333
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,2,100,0,"Turbine(s) not spinning",2014-08-06 01:27:16,2014-08-06 01:30:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88333333333333
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,2,200,0,"Turbine(s) not spinning",2014-08-06 01:30:09,2014-08-06 01:33:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,2,300,0,"Turbine(s) not spinning",2014-08-06 01:33:21,2014-08-06 01:36:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18333333333333
