"SITE","SURVEYID","OBS","DATE","TEMP","WINDS_0","WINDD","TRSCT","SECTION","WINDS","COMMENTS","s_dtime","e_dtime","FLAG","UNK","SOPPIP","COMPIP","MYOTI","PIP","DUNNO","PAUR","NOCTU","NOISE","test"
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,2,400,0,"Turbine(s) not spinning",2014-08-06 01:36:32,2014-08-06 01:39:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,2,500,0,"Turbine(s) not spinning",2014-08-06 01:39:41,2014-08-06 01:43:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36666666666667
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,2,600,0,"Turbine(s) not spinning",2014-08-06 01:43:03,2014-08-06 01:46:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36666666666667
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,3,0,0,"Turbine(s) spinning",2014-08-06 00:51:58,2014-08-06 00:55:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,3,100,0,"Turbine(s) spinning",2014-08-06 00:55:01,2014-08-06 00:57:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81666666666667
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,3,200,0,"Turbine(s) spinning",2014-08-06 00:57:50,2014-08-06 01:00:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91666666666667
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,3,300,0,"Turbine(s) spinning",2014-08-06 01:00:45,2014-08-06 01:03:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81666666666667
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,3,400,0,"Turbine(s) spinning",2014-08-06 01:03:34,2014-08-06 01:06:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83333333333333
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,3,500,0,"Turbine(s) spinning",2014-08-06 01:06:24,2014-08-06 01:09:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,3,600,0,"Turbine(s) spinning",2014-08-06 01:09:02,2014-08-06 01:11:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73333333333333
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,3,700,0,"Turbine(s) spinning",2014-08-06 01:11:46,2014-08-06 01:14:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,4,0,0,"Turbine(s) spinning",2014-08-06 00:20:10,2014-08-06 00:23:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,4,100,0,"Turbine(s) spinning",2014-08-06 00:23:22,2014-08-06 00:26:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21666666666667
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,4,200,0,"Turbine(s) spinning",2014-08-06 00:26:35,2014-08-06 00:29:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28333333333333
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,4,300,0,"Turbine(s) spinning",2014-08-06 00:29:52,2014-08-06 00:34:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,4,400,0.2,"Turbine(s) spinning",2014-08-06 00:34:16,2014-08-06 00:38:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01666666666667
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,4,500,0.4,"Turbine(s) spinning",2014-08-06 00:38:17,2014-08-06 00:41:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,4,600,0,"Turbine(s) spinning",2014-08-06 00:41:04,2014-08-06 00:45:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,1,0,0,"Turbines not spinning",2014-07-08 01:29:39,2014-07-08 01:32:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26666666666667
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,1,100,0,"Turbines not spinning",2014-07-08 01:32:55,2014-07-08 01:36:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,1,200,0.7,"Turbines not spinning",2014-07-08 01:36:34,2014-07-08 01:40:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,1,300,0,"Turbines not spinning",2014-07-08 01:40:31,2014-07-08 01:43:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,1,400,0.6,"Turbines not spinning",2014-07-08 01:43:34,2014-07-08 01:47:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,1,500,0.4,"Turbines not spinning",2014-07-08 01:47:16,2014-07-08 01:51:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,2,0,0,"Turbines not spinning",2014-07-08 01:29:38,2014-07-08 01:33:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81666666666667
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,2,100,0,"Turbines not spinning",2014-07-08 01:33:27,2014-07-08 01:38:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71666666666667
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,2,200,0.1,"Turbines not spinning",2014-07-08 01:38:10,2014-07-08 01:43:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31666666666667
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,2,300,0,"Turbines not spinning",2014-07-08 01:43:29,2014-07-08 01:50:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63333333333333
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,2,400,0,"Turbines not spinning",2014-07-08 01:50:07,2014-07-08 01:54:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,2,500,0,"Turbines not spinning",2014-07-08 01:54:58,2014-07-08 02:01:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63333333333333
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,3,0,0,"Turbines not spinning",2014-07-08 02:32:52,2014-07-08 02:36:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333333333
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,3,100,0,"Turbines not spinning",2014-07-08 02:36:12,2014-07-08 02:40:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,3,200,0,"Turbines not spinning",2014-07-08 02:40:42,2014-07-08 02:44:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41666666666667
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,3,300,0,"Turbines not spinning",2014-07-08 02:44:07,2014-07-08 02:48:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,3,400,0,"Turbines not spinning",2014-07-08 02:48:28,2014-07-08 02:51:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93333333333333
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,3,500,0,"Turbines not spinning",2014-07-08 02:51:24,2014-07-08 02:54:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08333333333333
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,3,600,0,"Turbines not spinning",2014-07-08 02:54:29,2014-07-08 02:57:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,3,700,0,"Turbines not spinning",2014-07-08 02:57:20,2014-07-08 03:01:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,4,0,0,"Turbines not spinning",2014-07-08 02:06:12,2014-07-08 02:08:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,4,100,0,"Turbines not spinning",2014-07-08 02:08:57,2014-07-08 02:11:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,4,200,0,"Turbines not spinning",2014-07-08 02:11:37,2014-07-08 02:14:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71666666666667
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,4,300,0,"Turbines not spinning",2014-07-08 02:14:20,2014-07-08 02:17:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,4,400,0,"Turbines not spinning",2014-07-08 02:17:50,2014-07-08 02:21:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333333333
"Letham Far North T2","Letham Far North T2-1","MG",2014-07-08,12,NA,NA,4,500,0,"Turbines not spinning",2014-07-08 02:21:10,2014-07-08 02:24:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,1,0,0.1,"Turbine(s) spinning",2014-08-26 21:08:15,2014-08-26 21:11:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,1,100,0.3,"Turbine(s) spinning",2014-08-26 21:11:45,2014-08-26 21:15:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43333333333333
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,1,200,0.4,"Turbine(s) spinning",2014-08-26 21:15:11,2014-08-26 21:18:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,1,300,0,"Turbine(s) spinning",2014-08-26 21:18:35,2014-08-26 21:21:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21666666666667
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,1,400,0,"Turbine(s) spinning",2014-08-26 21:21:48,2014-08-26 21:25:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,1,500,0.3,"Turbine(s) spinning",2014-08-26 21:25:03,2014-08-26 21:28:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,2,0,0,"Turbine(s) spinning",2014-08-26 22:06:49,2014-08-26 22:09:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,2,100,0.1,"Turbine(s) spinning",2014-08-26 22:09:46,2014-08-26 22:12:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41666666666667
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,2,200,0,"Turbine(s) spinning",2014-08-26 22:12:11,2014-08-26 22:15:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,2,300,0,"Turbine(s) spinning",2014-08-26 22:15:23,2014-08-26 22:18:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03333333333333
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,2,400,0,"Turbine(s) spinning",2014-08-26 22:18:25,2014-08-26 22:21:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,2,500,0,"Turbine(s) spinning",2014-08-26 22:21:07,2014-08-26 22:24:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,4,0,1,"Turbine(s) spinning",2014-08-26 21:37:33,2014-08-26 21:40:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26666666666667
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,4,100,0.3,"Turbine(s) spinning",2014-08-26 21:40:49,2014-08-26 21:43:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98333333333333
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,4,200,0,"Turbine(s) spinning",2014-08-26 21:43:48,2014-08-26 21:46:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03333333333333
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,4,300,0.9,"Turbine(s) spinning",2014-08-26 21:46:50,2014-08-26 21:49:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76666666666667
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,4,400,0.4,"Turbine(s) spinning",2014-08-26 21:49:36,2014-08-26 21:51:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38333333333333
"Letham Far North T2","Letham Far North T2-2","MG",2014-08-26,9.5,NA,NA,4,500,0.8,"Turbine(s) spinning",2014-08-26 21:51:59,2014-08-26 21:55:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26666666666667
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,1,0,0,"Turbine(s) spinning",2014-07-11 01:42:52,2014-07-11 01:45:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,1,100,0,"Turbine(s) spinning",2014-07-11 01:45:39,2014-07-11 01:48:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81666666666667
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,1,200,0,"Turbine(s) spinning",2014-07-11 01:48:28,2014-07-11 01:51:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,1,300,0,"Turbine(s) spinning",2014-07-11 01:51:40,2014-07-11 01:54:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81666666666667
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,1,400,0,"Turbine(s) spinning",2014-07-11 01:54:29,2014-07-11 01:57:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98333333333333
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,1,500,0,"Turbine(s) spinning",2014-07-11 01:57:28,2014-07-11 02:00:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,2,0,0,"Turbine(s) not spinning",2014-07-11 02:07:11,2014-07-11 02:10:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,2,100,0,"Turbine(s) not spinning",2014-07-11 02:10:05,2014-07-11 02:12:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18333333333333
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,2,200,0,"Turbine(s) not spinning",2014-07-11 02:12:16,2014-07-11 02:15:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26666666666667
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,2,300,0,"Turbine(s) not spinning",2014-07-11 02:15:32,2014-07-11 02:18:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41666666666667
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,2,400,0,"Turbine(s) not spinning",2014-07-11 02:18:57,2014-07-11 02:22:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,2,500,0,"Turbine(s) not spinning",2014-07-11 02:22:00,2014-07-11 02:25:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41666666666667
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,3,0,0,"Turbine(s) not spinning",2014-07-11 02:33:21,2014-07-11 02:35:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41666666666667
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,3,100,0,"Turbine(s) not spinning",2014-07-11 02:35:46,2014-07-11 02:38:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71666666666667
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,3,200,0,"Turbine(s) not spinning",2014-07-11 02:38:29,2014-07-11 02:42:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63333333333333
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,3,300,0,"Turbine(s) not spinning",2014-07-11 02:42:07,2014-07-11 02:45:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48333333333333
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,3,400,0,"Turbine(s) not spinning",2014-07-11 02:45:36,2014-07-11 02:49:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48333333333333
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,3,500,0,"Turbine(s) not spinning",2014-07-11 02:49:05,2014-07-11 02:51:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88333333333333
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,3,600,0,"Turbine(s) not spinning",2014-07-11 02:51:58,2014-07-11 02:54:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96666666666667
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,3,700,0,"Turbine(s) not spinning",2014-07-11 02:54:56,2014-07-11 02:58:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63333333333333
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,4,0,0,"Turbine(s) not spinning",2014-07-11 03:06:06,2014-07-11 03:08:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81666666666667
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,4,100,0,"Turbine(s) not spinning",2014-07-11 03:08:55,2014-07-11 03:12:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58333333333333
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,4,200,0,"Turbine(s) not spinning",2014-07-11 03:12:30,2014-07-11 03:15:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88333333333333
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,4,300,0,"Turbine(s) not spinning",2014-07-11 03:15:23,2014-07-11 03:17:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,4,400,0,"Turbine(s) not spinning",2014-07-11 03:17:47,2014-07-11 03:20:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,4,500,0,"Turbine(s) not spinning",2014-07-11 03:20:17,2014-07-11 03:23:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03333333333333
"Letham Near South T1","Letham Near South T1-1","MG",2014-07-11,11,NA,NA,4,600,0,"Turbine(s) not spinning",2014-07-11 03:23:19,2014-07-11 03:26:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58333333333333
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,1,0,0,"Turbine(s) spinning",2014-07-10 22:46:00,2014-07-10 22:49:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,1,100,0,"Turbine(s) spinning",2014-07-10 22:49:00,2014-07-10 22:52:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,1,200,0,"Turbine(s) spinning",2014-07-10 22:52:00,2014-07-10 22:55:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06666666666667
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,1,300,0,"Turbine(s) spinning",2014-07-10 22:55:04,2014-07-10 22:58:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,1,400,0,"Turbine(s) spinning",2014-07-10 22:58:52,2014-07-10 23:01:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76666666666667
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,1,500,0,"Turbine(s) spinning",2014-07-10 23:01:38,2014-07-10 23:05:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,2,600,0,"Turbine(s) not spinning",2014-07-10 23:13:54,2014-07-10 23:16:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71666666666667
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,2,500,0,"Turbine(s) not spinning",2014-07-10 23:16:37,2014-07-10 23:19:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71666666666667
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,2,400,0,"Turbine(s) not spinning",2014-07-10 23:19:20,2014-07-10 23:22:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38333333333333
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,2,300,0,"Turbine(s) not spinning",2014-07-10 23:22:43,2014-07-10 23:25:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,2,200,0,"Turbine(s) spinning",2014-07-10 23:25:58,2014-07-10 23:28:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53333333333333
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,2,100,0.4,"Turbine(s) spinning",2014-07-10 23:28:30,2014-07-10 23:30:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,2,0,0,"Turbine(s) spinning",2014-07-10 23:30:54,2014-07-10 23:34:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38333333333333
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,3,0,0.1,"Turbine(s) spinning",2014-07-10 23:34:00,2014-07-10 23:37:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18333333333333
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-10,14.5,NA,NA,3,100,0,"Turbine(s) spinning",2014-07-10 23:37:11,2014-07-10 23:40:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55
