"SITE","SURVEYID","OBS","DATE","TEMP","WINDS_0","WINDD","TRSCT","SECTION","WINDS","COMMENTS","s_dtime","e_dtime","FLAG","UNK","SOPPIP","COMPIP","MYOTI","PIP","DUNNO","PAUR","NOCTU","NOISE","test"
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,1,400,0,"Turbine(s) spinning",2014-08-28 21:02:17,2014-08-28 21:05:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06666666666667
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,1,500,0,"Turbine(s) spinning",2014-08-28 21:05:21,2014-08-28 21:08:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,0,1.3,"Turbine(s) spinning",2014-08-28 21:50:22,2014-08-28 21:53:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,100,0.1,"Turbine(s) spinning",2014-08-28 21:53:09,2014-08-28 21:55:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71666666666667
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,200,0,"Turbine(s) spinning",2014-08-28 21:55:52,2014-08-28 21:58:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,300,0,"Turbine(s) spinning",2014-08-28 21:58:30,2014-08-28 22:01:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,400,0.2,"Turbine(s) spinning",2014-08-28 22:01:11,2014-08-28 22:03:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,500,0,"Turbine(s) spinning",2014-08-28 22:03:44,2014-08-28 22:06:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,600,0,"Turbine(s) spinning",2014-08-28 22:06:25,2014-08-28 22:09:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,700,0,"Turbine(s) spinning",2014-08-28 22:09:06,2014-08-28 22:11:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,3,0,0.9,"Turbine(s) spinning",2014-08-28 21:22:47,2014-08-28 21:25:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,3,100,0,"Turbine(s) spinning",2014-08-28 21:25:22,2014-08-28 21:28:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,3,200,0.6,"Turbine(s) spinning",2014-08-28 21:28:09,2014-08-28 21:31:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,3,300,1.6,"Turbine(s) spinning",2014-08-28 21:31:02,2014-08-28 21:33:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,3,400,2.3,"Turbine(s) spinning",2014-08-28 21:33:42,2014-08-28 21:36:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,3,500,1.8,"Turbine(s) spinning",2014-08-28 21:36:29,2014-08-28 21:39:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,3,600,1.7,"Turbine(s) spinning",2014-08-28 21:39:37,2014-08-28 21:42:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13333333333333
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,1,0,0,"Turbines not spinning",2014-07-07 23:23:57,2014-07-07 23:29:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66666666666667
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,1,100,0,"Turbines not spinning",2014-07-07 23:29:37,2014-07-07 23:33:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26666666666667
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,1,200,0,"Turbines not spinning",2014-07-07 23:33:53,2014-07-07 23:38:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38333333333333
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,1,300,0,"Turbines not spinning",2014-07-07 23:38:16,2014-07-07 23:42:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76666666666667
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,1,400,0,"Turbines not spinning",2014-07-07 23:42:02,2014-07-07 23:46:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08333333333333
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,1,500,0,"Turbines not spinning",2014-07-07 23:46:07,2014-07-07 23:52:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93333333333333
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,1,600,0,"Turbines not spinning",2014-07-07 23:52:03,2014-07-07 23:54:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,1,650,0.1,"Turbines not spinning",2014-07-07 23:54:33,2014-07-08 00:00:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93333333333333
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,2,0,0,"Turbines not spinning",2014-07-07 22:46:00,2014-07-07 22:50:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,2,100,0.1,"Turbines not spinning",2014-07-07 22:50:36,2014-07-07 22:55:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666666666667
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,2,200,0,"Turbines not spinning",2014-07-07 22:55:16,2014-07-07 23:01:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,2,300,0,"Turbines not spinning",2014-07-07 23:01:13,2014-07-07 23:06:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68333333333333
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,2,400,0,"Turbines not spinning",2014-07-07 23:06:54,2014-07-07 23:14:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.31666666666667
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,2,500,0,"Turbines not spinning",2014-07-07 23:14:13,2014-07-07 23:21:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.31666666666667
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,3,0,0,"Turbines not spinning",2014-07-07 23:10:39,2014-07-07 23:13:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,3,100,0,"Turbines not spinning",2014-07-07 23:13:17,2014-07-07 23:16:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21666666666667
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,3,200,0,"Turbines not spinning",2014-07-07 23:16:30,2014-07-07 23:19:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,3,300,0,"Turbines not spinning",2014-07-07 23:19:42,2014-07-07 23:22:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,3,400,0,"Turbines not spinning",2014-07-07 23:22:57,2014-07-07 23:26:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31666666666667
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,3,500,0,"Turbines not spinning",2014-07-07 23:26:16,2014-07-07 23:30:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83333333333333
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,3,600,0,"Turbines not spinning",2014-07-07 23:30:06,2014-07-07 23:33:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83333333333333
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,4,0,0,"Turbines not spinning",2014-07-07 22:47:04,2014-07-07 22:51:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31666666666667
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,4,100,0,"Turbines not spinning",2014-07-07 22:51:23,2014-07-07 22:54:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21666666666667
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,4,200,0,"Turbines not spinning",2014-07-07 22:54:36,2014-07-07 22:58:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.36666666666667
"Wester Essendy","Wester Essendy-1","MG",2014-07-07,12,NA,NA,4,300,0,"Turbines not spinning",2014-07-07 22:58:58,2014-07-07 23:03:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.36666666666667
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,1,0,3.1,"Turbine(s) spinning",2014-08-26 00:21:19,2014-08-26 00:23:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,1,100,2.1,"Turbine(s) spinning",2014-08-26 00:23:59,2014-08-26 00:26:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,1,200,0.8,"Turbine(s) spinning",2014-08-26 00:26:44,2014-08-26 00:30:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,1,300,0,"Turbine(s) spinning",2014-08-26 00:30:59,2014-08-26 00:33:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,1,400,0,"Turbine(s) spinning",2014-08-26 00:33:32,2014-08-26 00:36:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51666666666667
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,1,500,1.7,"Turbine(s) spinning",2014-08-26 00:36:03,2014-08-26 00:39:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333333333
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,1,600,0,"Turbine(s) spinning",2014-08-26 00:39:23,2014-08-26 00:43:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,2,0,2.4,"Turbine(s) spinning",2014-08-26 00:53:14,2014-08-26 00:55:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,2,100,0.3,"Turbine(s) spinning",2014-08-26 00:55:52,2014-08-26 00:58:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61666666666667
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,2,200,0.1,"Turbine(s) spinning",2014-08-26 00:58:29,2014-08-26 01:01:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61666666666667
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,2,300,0.1,"Turbine(s) spinning",2014-08-26 01:01:06,2014-08-26 01:03:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53333333333333
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,2,400,0.2,"Turbine(s) spinning",2014-08-26 01:03:38,2014-08-26 01:06:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48333333333333
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,2,500,0,"Turbine(s) spinning",2014-08-26 01:06:07,2014-08-26 01:08:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,3,0,1.5,"Turbine(s) spinning",2014-08-26 01:33:25,2014-08-26 01:36:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,3,100,0,"Turbine(s) spinning",2014-08-26 01:36:04,2014-08-26 01:38:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,3,200,0.4,"Turbine(s) spinning",2014-08-26 01:38:51,2014-08-26 01:41:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76666666666667
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,3,300,0.1,"Turbine(s) spinning",2014-08-26 01:41:37,2014-08-26 01:44:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68333333333333
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,3,400,0.6,"Turbine(s) spinning",2014-08-26 01:44:18,2014-08-26 01:46:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,3,500,0,"Turbine(s) spinning",2014-08-26 01:46:51,2014-08-26 01:50:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43333333333333
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,3,600,0,"Turbine(s) spinning",2014-08-26 01:50:17,2014-08-26 01:53:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43333333333333
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,4,0,3.4,"Turbine(s) spinning",2014-08-26 01:14:59,2014-08-26 01:17:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,4,100,0.5,"Turbine(s) spinning",2014-08-26 01:17:41,2014-08-26 01:20:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93333333333333
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,4,200,0,"Turbine(s) spinning",2014-08-26 01:20:37,2014-08-26 01:23:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03333333333333
"Wester Essendy","Wester Essendy-2","MG",2014-08-26,9.5,NA,NA,4,300,0,"Turbine(s) spinning",2014-08-26 01:23:39,2014-08-26 01:26:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03333333333333
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,1,500,0.8,"Turbine(s) spinning",2014-07-30 01:14:43,2014-07-30 01:17:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93333333333333
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,1,400,0.5,"Turbine(s) spinning",2014-07-30 01:17:39,2014-07-30 01:20:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76666666666667
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,1,300,0.5,"Turbine(s) spinning",2014-07-30 01:20:25,2014-07-30 01:23:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06666666666667
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,1,200,1.4,"Turbine(s) spinning",2014-07-30 01:23:29,2014-07-30 01:26:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86666666666667
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,1,100,1.4,"Turbine(s) spinning",2014-07-30 01:26:21,2014-07-30 01:29:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03333333333333
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,1,0,0,"Turbine(s) spinning",2014-07-30 01:29:23,2014-07-30 01:32:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06666666666667
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,2,0,1.4,"Turbine(s) spinning",2014-07-30 01:31:46,2014-07-30 01:35:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,2,100,1.2,"Turbine(s) spinning",2014-07-30 01:35:55,2014-07-30 01:39:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43333333333333
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,2,200,1.8,"Turbine(s) spinning",2014-07-30 01:39:21,2014-07-30 01:42:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21666666666667
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,2,300,0.8,"Turbine(s) spinning",2014-07-30 01:42:34,2014-07-30 01:46:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,3,0,1.7,"Turbine(s) spinning",2014-07-30 00:19:41,2014-07-30 00:22:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,3,100,0.2,"Turbine(s) spinning",2014-07-30 00:22:28,2014-07-30 00:25:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,3,200,0.4,"Turbine(s) spinning",2014-07-30 00:25:34,2014-07-30 00:29:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83333333333333
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,3,300,2.2,"Turbine(s) spinning",2014-07-30 00:29:24,2014-07-30 00:31:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,3,400,2.4,"Turbine(s) spinning",2014-07-30 00:31:54,2014-07-30 00:34:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03333333333333
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,3,500,0.6,"Turbine(s) spinning",2014-07-30 00:34:56,2014-07-30 00:38:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83333333333333
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,4,0,0.7,"Turbine(s) spinning",2014-07-30 00:44:24,2014-07-30 00:47:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,4,100,1.7,"Turbine(s) spinning",2014-07-30 00:47:12,2014-07-30 00:50:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86666666666667
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,4,200,1.9,"Turbine(s) spinning",2014-07-30 00:50:04,2014-07-30 00:54:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13333333333333
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,4,300,0.4,"Turbine(s) spinning",2014-07-30 00:54:12,2014-07-30 00:57:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13333333333333
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,4,400,1.3,"Turbine(s) spinning",2014-07-30 00:57:20,2014-07-30 01:00:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36666666666667
"Whitehills","Whitehills-1","MG",2014-07-30,11.5,NA,NA,4,500,2.3,"Turbine(s) spinning",2014-07-30 01:00:42,2014-07-30 01:04:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13333333333333
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,1,0,0,"Turbine(s) spinning",2014-09-01 21:45:41,2014-09-01 21:48:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98333333333333
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,1,100,0,"Turbine(s) spinning",2014-09-01 21:48:40,2014-09-01 21:52:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333333333
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,1,200,0,"Turbine(s) spinning",2014-09-01 21:52:00,2014-09-01 21:55:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41666666666667
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,1,300,0,"Turbine(s) spinning",2014-09-01 21:55:25,2014-09-01 21:58:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,1,400,0,"Turbine(s) spinning",2014-09-01 21:58:04,2014-09-01 22:00:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58333333333333
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,1,500,0,"Turbine(s) spinning",2014-09-01 22:00:39,2014-09-01 22:04:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41666666666667
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,2,0,0,"Turbine(s) spinning",2014-09-01 21:26:35,2014-09-01 21:30:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,2,100,0,"Turbine(s) spinning",2014-09-01 21:30:32,2014-09-01 21:34:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46666666666667
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,2,200,0,"Turbine(s) spinning",2014-09-01 21:34:00,2014-09-01 21:36:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,2,300,0,"Turbine(s) spinning",2014-09-01 21:36:38,2014-09-01 21:40:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,3,500,0,"Turbine(s) spinning",2014-09-01 21:10:00,2014-09-01 21:12:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,3,400,0,"Turbine(s) spinning",2014-09-01 21:12:40,2014-09-01 21:15:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81666666666667
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,3,300,0,"Turbine(s) spinning",2014-09-01 21:15:29,2014-09-01 21:19:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,3,200,0,"Turbine(s) spinning",2014-09-01 21:19:11,2014-09-01 21:22:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03333333333333
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,3,100,0,"Turbine(s) spinning",2014-09-01 21:22:13,2014-09-01 21:25:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28333333333333
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,3,0,0,"Turbine(s) spinning",2014-09-01 21:25:30,2014-09-01 21:29:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,4,0,0,"Turbine(s) spinning",2014-09-01 20:37:42,2014-09-01 20:41:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83333333333333
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,4,100,0,"Turbine(s) spinning",2014-09-01 20:41:32,2014-09-01 20:44:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,4,200,0,"Turbine(s) spinning",2014-09-01 20:44:08,2014-09-01 20:48:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,4,300,0,"Turbine(s) spinning",2014-09-01 20:48:50,2014-09-01 20:51:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,4,400,2.4,"Turbine(s) spinning",2014-09-01 20:51:23,2014-09-01 20:54:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Whitehills","Whitehills-2","MG",2014-09-01,9.5,NA,NA,4,500,1.2,"Turbine(s) spinning",2014-09-01 20:54:10,2014-09-01 20:58:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7
