"SITE","SURVEYID","OBS","DATE","TEMP","WINDS_0","WINDD","TRSCT","SECTION","WINDS","COMMENTS","s_dtime","e_dtime","FLAG","UNK","SOPPIP","COMPIP","MYOTI","PIP","DUNNO","PAUR","NOCTU","NOISE"
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,2,100,1.5,"Turbine(s) spinning",2014-08-05 22:11:57,2014-08-05 22:14:43,0,0,0,2,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,2,200,2.8,"Turbine(s) spinning",2014-08-05 22:14:43,2014-08-05 22:17:30,0,0,0,0,0,1,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,2,300,2.3,"Turbine(s) spinning",2014-08-05 22:17:30,2014-08-05 22:20:13,0,0,0,1,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,2,400,2.8,"Turbine(s) spinning",2014-08-05 22:20:13,2014-08-05 22:22:54,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,2,500,3.3,"Turbine(s) spinning",2014-08-05 22:22:54,2014-08-05 22:25:36,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,2,600,1.2,"Turbine(s) spinning",2014-08-05 22:25:36,2014-08-05 22:28:38,0,0,0,2,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,2,700,2.3,"Turbine(s) spinning",2014-08-05 22:28:38,2014-08-05 22:31:40,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,0,0.5,"Turbine(s) spinning",2014-08-05 23:09:17,2014-08-05 23:11:39,0,0,0,2,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,100,1.7,"Turbine(s) spinning",2014-08-05 23:11:39,2014-08-05 23:14:55,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,200,1.5,"Turbine(s) spinning",2014-08-05 23:14:55,2014-08-05 23:17:32,0,0,2,1,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,300,0.8,"Turbine(s) spinning",2014-08-05 23:17:32,2014-08-05 23:20:23,0,0,0,0,0,1,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,400,0.4,"Turbine(s) spinning",2014-08-05 23:20:23,2014-08-05 23:23:03,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,500,0.9,"Turbine(s) spinning",2014-08-05 23:23:03,2014-08-05 23:26:53,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,600,0.5,"Turbine(s) spinning",2014-08-05 23:26:53,2014-08-05 23:29:32,0,0,0,0,0,0,0,0,0,1
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,3,700,0,"Turbine(s) spinning",2014-08-05 23:29:32,2014-08-05 23:33:22,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,4,0,2.6,"Turbine(s) spinning",2014-08-05 22:46:33,2014-08-05 22:48:56,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,4,100,2.1,"Turbine(s) spinning",2014-08-05 22:48:56,2014-08-05 22:51:37,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,4,200,1,"Turbine(s) spinning",2014-08-05 22:51:37,2014-08-05 22:54:16,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,4,300,1.2,"Turbine(s) spinning",2014-08-05 22:54:16,2014-08-05 22:56:57,0,0,0,0,0,1,0,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,4,400,1,"Turbine(s) spinning",2014-08-05 22:56:57,2014-08-05 22:59:50,0,0,2,2,0,3,2,0,0,0
"Bogbank","Bogbank-1","MG",2014-08-05,14.5,NA,NA,4,500,0,"Turbine(s) spinning",2014-08-05 22:59:50,2014-08-05 23:02:43,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,1,0,2.4,"Turbine(s) spinning",2014-08-31 20:54:18,2014-08-31 20:56:59,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,1,100,0.4,"Turbine(s) spinning",2014-08-31 20:56:59,2014-08-31 20:59:45,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,1,200,1.6,"Turbine(s) spinning",2014-08-31 20:59:45,2014-08-31 21:02:09,0,0,0,2,0,0,0,0,0,0
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,1,300,3.7,"Turbine(s) spinning",2014-08-31 21:02:09,2014-08-31 21:04:39,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,1,400,3,"Turbine(s) spinning",2014-08-31 21:04:39,2014-08-31 21:07:10,0,0,0,2,0,0,0,0,0,0
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,1,500,2.5,"Turbine(s) spinning",2014-08-31 21:07:10,2014-08-31 21:10:25,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,1,600,2.3,"Turbine(s) spinning",2014-08-31 21:10:25,2014-08-31 21:13:40,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,0,1.3,"Turbine(s) spinning",2014-08-31 21:18:27,2014-08-31 21:21:32,0,0,0,0,0,0,0,0,0,1
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,100,1.9,"Turbine(s) spinning",2014-08-31 21:21:32,2014-08-31 21:23:54,0,0,0,0,0,0,0,0,0,3
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,200,4.3,"Turbine(s) spinning",2014-08-31 21:23:54,2014-08-31 21:26:38,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,300,5,"Turbine(s) spinning",2014-08-31 21:26:38,2014-08-31 21:29:14,0,0,0,0,0,0,0,0,0,1
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,400,4.3,"Turbine(s) spinning",2014-08-31 21:29:14,2014-08-31 21:31:40,0,0,0,0,0,0,0,0,0,2
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,500,3,"Turbine(s) spinning",2014-08-31 21:31:40,2014-08-31 21:33:53,0,0,0,0,0,0,0,0,0,1
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,600,2.4,"Turbine(s) spinning",2014-08-31 21:33:53,2014-08-31 21:36:33,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,2,700,0.8,"Turbine(s) spinning",2014-08-31 21:36:33,2014-08-31 21:39:38,0,0,0,1,0,0,0,0,0,0
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,4,0,3.7,"Turbine(s) spinning",2014-08-31 21:45:38,2014-08-31 21:48:16,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,4,100,3.7,"Turbine(s) spinning",2014-08-31 21:48:16,2014-08-31 21:51:17,0,0,0,0,0,0,0,0,0,1
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,4,200,0.6,"Turbine(s) spinning",2014-08-31 21:51:17,2014-08-31 21:53:31,0,0,0,0,0,0,0,0,0,0
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,4,300,1.9,"Turbine(s) spinning",2014-08-31 21:53:31,2014-08-31 21:56:25,0,0,1,0,0,0,1,0,0,1
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,4,400,0.1,"Turbine(s) spinning",2014-08-31 21:56:25,2014-08-31 21:59:43,0,0,3,1,0,0,0,0,0,0
"Bogbank","Bogbank-2","MG",2014-08-31,15,NA,NA,4,500,0,"Turbine(s) spinning",2014-08-31 21:59:43,2014-08-31 22:03:01,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,1,0,2.2,"Turbine(s) spinning",2014-08-06 23:18:03,2014-08-06 23:20:48,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,1,100,0.1,"Turbine(s) spinning",2014-08-06 23:20:48,2014-08-06 23:24:09,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,1,200,0.7,"Turbine(s) spinning",2014-08-06 23:24:09,2014-08-06 23:27:01,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,1,300,0,"Turbine(s) spinning",2014-08-06 23:27:01,2014-08-06 23:29:53,0,0,0,0,0,1,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,1,400,1.4,"Turbine(s) spinning",2014-08-06 23:29:53,2014-08-06 23:32:50,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,1,500,0.3,"Turbine(s) spinning",2014-08-06 23:32:50,2014-08-06 23:36:11,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,2,0,3.3,"Turbine(s) spinning",2014-08-06 22:50:31,2014-08-06 22:52:59,0,0,2,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,2,100,3.5,"Turbine(s) spinning",2014-08-06 22:52:59,2014-08-06 22:56:20,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,2,200,2.2,"Turbine(s) spinning",2014-08-06 22:56:20,2014-08-06 22:59:32,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,2,300,3.5,"Turbine(s) spinning",2014-08-06 22:59:32,2014-08-06 23:02:36,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,2,400,3.4,"Turbine(s) spinning",2014-08-06 23:02:36,2014-08-06 23:05:25,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,2,500,5,"Turbine(s) spinning",2014-08-06 23:05:25,2014-08-06 23:08:20,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,2,600,4.8,"Turbine(s) spinning",2014-08-06 23:08:20,2014-08-06 23:11:41,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,3,0,3.6,"Turbine(s) spinning",2014-08-06 22:16:42,2014-08-06 22:19:10,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,3,100,2.5,"Turbine(s) spinning",2014-08-06 22:19:10,2014-08-06 22:22:21,0,0,3,3,0,1,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,3,200,0,"Turbine(s) spinning",2014-08-06 22:22:21,2014-08-06 22:25:49,0,0,0,4,0,0,1,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,3,300,2.4,"Turbine(s) spinning",2014-08-06 22:25:49,2014-08-06 22:28:50,0,0,0,7,0,4,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,3,400,2.7,"Turbine(s) spinning",2014-08-06 22:28:50,2014-08-06 22:31:53,0,0,0,6,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,3,500,3.3,"Turbine(s) spinning",2014-08-06 22:31:53,2014-08-06 22:36:19,0,0,1,29,0,2,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,3,600,0,"Turbine(s) spinning",2014-08-06 22:36:19,2014-08-06 22:40:45,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,4,0,2.7,"Turbine(s) spinning",2014-08-06 21:46:29,2014-08-06 21:49:16,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,4,100,1.8,"Turbine(s) spinning",2014-08-06 21:49:16,2014-08-06 21:53:28,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,4,200,0.9,"Turbine(s) spinning",2014-08-06 21:53:28,2014-08-06 21:56:40,0,0,0,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,4,300,0.6,"Turbine(s) spinning",2014-08-06 21:56:40,2014-08-06 22:00:50,0,0,2,0,0,0,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,4,400,0,"Turbine(s) spinning",2014-08-06 22:00:50,2014-08-06 22:04:50,0,0,6,0,0,1,0,0,0,0
"Brockhouse","Brockhouse-1","MG",2014-08-06,13.5,NA,NA,4,500,0,"Turbine(s) spinning",2014-08-06 22:04:50,2014-08-06 22:09:02,0,0,0,0,0,1,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,1,0,0.8,"Turbine(s) not spinning",2014-07-23 01:41:26,2014-07-23 01:44:39,0,0,0,2,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,1,100,0,"Turbine(s) not spinning",2014-07-23 01:44:39,2014-07-23 01:48:28,0,0,0,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,1,200,0,"Turbine(s) not spinning",2014-07-23 01:48:28,2014-07-23 01:52:20,0,0,0,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,1,300,0,"Turbine(s) not spinning",2014-07-23 01:52:20,2014-07-23 01:57:00,0,0,0,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,1,400,1.2,"Turbine(s) not spinning",2014-07-23 01:57:00,2014-07-23 02:01:00,0,0,0,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,1,500,0.6,"Turbine(s) not spinning",2014-07-23 02:01:00,2014-07-23 02:05:40,0,0,0,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,2,0,2.9,"Turbine(s) not spinning",2014-07-23 02:18:54,2014-07-23 02:21:42,0,0,0,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,2,100,3.4,"Turbine(s) not spinning",2014-07-23 02:21:42,2014-07-23 02:24:34,0,0,0,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,2,200,2.6,"Turbine(s) not spinning",2014-07-23 02:24:34,2014-07-23 02:27:49,0,0,0,1,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,2,300,0,"Turbine(s) not spinning",2014-07-23 02:27:49,2014-07-23 02:31:34,0,0,3,6,1,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,2,400,0.9,"Turbine(s) not spinning",2014-07-23 02:31:34,2014-07-23 02:35:19,0,0,0,8,0,4,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,3,0,3.8,"Turbine(s) not spinning",2014-07-23 02:41:53,2014-07-23 02:44:45,0,0,0,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,3,100,1.7,"Turbine(s) not spinning",2014-07-23 02:44:45,2014-07-23 02:48:00,0,0,0,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,3,200,0.1,"Turbine(s) not spinning",2014-07-23 02:48:00,2014-07-23 02:50:46,0,0,0,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,3,300,0.9,"Turbine(s) not spinning",2014-07-23 02:50:46,2014-07-23 02:53:51,0,0,0,1,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,3,400,1.4,"Turbine(s) not spinning",2014-07-23 02:53:51,2014-07-23 02:57:00,0,0,0,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,3,500,0.1,"Turbine(s) not spinning",2014-07-23 02:57:00,2014-07-23 03:00:29,0,0,0,1,0,0,0,0,0,0
"Ferrygate","Ferrygate-1","MG",2014-07-23,14,NA,NA,3,600,0.1,"Turbine(s) not spinning",2014-07-23 03:00:29,2014-07-23 03:03:58,0,0,0,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,1,0,0,"Turbine(s) not spinning",2014-09-02 20:47:56,2014-09-02 20:50:13,0,0,0,4,0,0,0,0,0,3
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,1,100,0.2,"Turbine(s) not spinning",2014-09-02 20:50:13,2014-09-02 20:52:56,0,0,0,4,0,0,0,0,0,3
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,1,200,0,"Turbine(s) not spinning",2014-09-02 20:52:56,2014-09-02 20:55:52,0,0,0,7,0,0,0,0,0,1
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,1,300,0,"Turbine(s) not spinning",2014-09-02 20:55:52,2014-09-02 20:58:10,0,0,0,0,0,0,0,0,0,7
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,1,400,0.1,"Turbine(s) not spinning",2014-09-02 20:58:10,2014-09-02 21:00:36,0,0,0,2,0,0,0,0,0,5
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,1,500,0.7,"Turbine(s) not spinning",2014-09-02 21:00:36,2014-09-02 21:03:32,0,0,0,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,2,0,0,"Turbine(s) not spinning",2014-09-02 21:07:23,2014-09-02 21:10:10,0,0,0,0,1,0,0,0,0,0
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,2,100,1.2,"Turbine(s) not spinning",2014-09-02 21:10:10,2014-09-02 21:12:37,0,0,1,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,2,200,0.1,"Turbine(s) not spinning",2014-09-02 21:12:37,2014-09-02 21:15:23,0,0,1,8,0,3,0,0,0,0
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,2,300,0,"Turbine(s) not spinning",2014-09-02 21:15:23,2014-09-02 21:18:13,0,0,9,9,0,2,1,0,0,0
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,2,400,0,"Turbine(s) not spinning",2014-09-02 21:18:13,2014-09-02 21:21:03,0,0,1,1,0,0,0,0,0,0
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,3,0,0.2,"Turbine(s) not spinning",2014-09-02 21:24:19,2014-09-02 21:27:04,0,0,0,1,0,0,0,0,0,1
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,3,100,0,"Turbine(s) not spinning",2014-09-02 21:27:04,2014-09-02 21:29:36,0,0,0,1,0,0,0,0,0,0
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,3,200,0.3,"Turbine(s) not spinning",2014-09-02 21:29:36,2014-09-02 21:32:21,0,0,0,1,0,0,0,0,0,0
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,3,300,0,"Turbine(s) not spinning",2014-09-02 21:32:21,2014-09-02 21:34:59,0,0,0,1,0,0,0,0,0,0
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,3,400,0.3,"Turbine(s) not spinning",2014-09-02 21:34:59,2014-09-02 21:37:41,0,0,0,0,0,0,0,0,0,0
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,3,500,0,"Turbine(s) not spinning",2014-09-02 21:37:41,2014-09-02 21:40:34,0,0,0,4,0,0,0,0,0,0
"Ferrygate","Ferrygate-2","MG",2014-09-02,12,NA,NA,3,600,0,"Turbine(s) not spinning",2014-09-02 21:40:34,2014-09-02 21:43:27,0,0,0,0,0,0,0,0,0,0
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,1,0,0,"Turbine(s) not spinning",2014-08-06 01:52:01,2014-08-06 01:55:38,0,0,1,0,0,0,0,0,0,0
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,1,100,0,"Turbine(s) not spinning",2014-08-06 01:55:38,2014-08-06 01:58:31,0,0,2,1,0,0,0,0,0,0
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,1,200,0,"Turbine(s) not spinning",2014-08-06 01:58:31,2014-08-06 02:01:17,0,0,0,0,0,0,0,0,0,0
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,1,300,0,"Turbine(s) not spinning",2014-08-06 02:01:17,2014-08-06 02:04:14,0,0,0,0,0,0,0,0,0,0
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,1,400,0,"Turbine(s) not spinning",2014-08-06 02:04:14,2014-08-06 02:06:52,0,0,0,0,0,0,0,0,0,0
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,1,500,0,"Turbine(s) not spinning",2014-08-06 02:06:52,2014-08-06 02:09:42,0,0,0,0,0,0,0,0,0,0
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,1,600,0.3,"Turbine(s) not spinning",2014-08-06 02:09:42,2014-08-06 02:13:19,0,0,0,0,0,0,0,0,0,0
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,2,0,0,"Turbine(s) not spinning",2014-08-06 01:24:05,2014-08-06 01:27:16,0,0,0,0,0,0,0,0,0,0
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,2,100,0,"Turbine(s) not spinning",2014-08-06 01:27:16,2014-08-06 01:30:09,0,0,0,0,0,0,0,0,0,0
"Huxton","Huxton-1","MG",2014-08-06,13,NA,NA,2,200,0,"Turbine(s) not spinning",2014-08-06 01:30:09,2014-08-06 01:33:21,0,0,0,0,0,2,0,0,0,0
